symbol,timestamp,score,reasons,entry_price,price_30m,price_1d,price_5d,ret_30m,ret_1d,ret_5d
APLAPOLLO.NS,2026-04-16 09:35:00+05:30,60,"VR 1.6x, RSI 62, pullback -1.2%",2047.5999755859375,2040.300048828125,2105.699951171875,2022.9000244140625,-0.35651137159852553,2.837467097024736,-1.2062879208038135
GODREJPROP.NS,2026-04-16 09:35:00+05:30,60,"VR 1.6x, RSI 60, pullback -0.6%",1743.5,1732.199951171875,1758.800048828125,1791.0,-0.6481243950745627,0.8775479683467164,2.7244049326068254
SAIL.NS,2026-04-16 09:45:00+05:30,70,"VR 2.0x, RSI 68, pullback -1.2%",169.3800048828125,169.50999450683594,173.3300018310547,176.4499969482422,0.07674437376086529,2.332032609737518,4.174041717805559
ACC.NS,2026-04-16 09:45:00+05:30,75,"VR 1.6x, RSI 70, > VWAP, pullback -0.6%",1443.0,1436.0,1432.199951171875,1423.0999755859375,-0.4851004851004851,-0.7484441322331947,-1.3790730709676022
ADANIENT.NS,2026-04-16 09:45:00+05:30,65,"VR 2.3x, RSI 67, > VWAP, pullback -0.7%, extended +9.7%",2183.89990234375,2180.0,2218.300048828125,2300.0,-0.17857514163376467,1.5751704758746927,5.316182190019422
IEX.NS,2026-04-16 09:50:00+05:30,60,"VR 2.3x, RSI 61, > VWAP",133.61000061035156,133.3300018310547,135.80999755859375,126.91999816894531,-0.20956423772007815,1.6465810479696537,-5.007112050628892
RECLTD.NS,2026-04-16 09:55:00+05:30,70,"VR 2.1x, RSI 63, pullback +0.0%",356.25,361.70001220703125,373.29998779296875,376.45001220703125,1.5298279879385965,4.785961485745614,5.670178865131579
WIPRO.NS,2026-04-16 09:55:00+05:30,73,"VR 3.2x, RSI 56, pullback -0.0%",210.41000366210938,209.3000030517578,204.32000732421875,202.75999450683594,-0.5275417475559178,-2.894347337054541,-3.635763044592851
TATASTEEL.NS,2026-04-16 09:55:00+05:30,60,"VR 1.8x, RSI 62, pullback -0.0%",211.1199951171875,211.3000030517578,212.1199951171875,210.91000366210938,0.08526332831259992,0.4736642777226878,-0.09946545089751632
POLICYBZR.NS,2026-04-16 10:15:00+05:30,70,"VR 3.2x, RSI 65, > VWAP",1493.0,1511.4000244140625,1600.5999755859375,1670.800048828125,1.2324195856706295,7.2069642053541525,11.908911508916612
ICICIGI.NS,2026-04-16 10:25:00+05:30,60,"VR 2.0x, RSI 60, > VWAP",1883.300048828125,1887.5999755859375,1891.5999755859375,1809.9000244140625,0.2283187302250701,0.44071186441996285,-3.897415308821095
BAJAJHLDNG.NS,2026-04-16 10:30:00+05:30,60,"VR 2.1x, RSI 62, > VWAP",10202.0,10187.0,10355.5,10376.5,-0.14702999411880024,1.5046069398157225,1.7104489315820426
IRCTC.NS,2026-04-16 10:30:00+05:30,60,"VR 1.6x, > VWAP, pullback -0.5%",554.7999877929688,555.0499877929688,564.9000244140625,551.3499755859375,0.04506128433681418,1.8204824879813657,-0.6218479241060599
KPITTECH.NS,2026-04-16 10:35:00+05:30,65,"VR 3.1x, pullback -0.3%",737.7000122070312,738.5,747.7999877929688,733.6500244140625,0.10844351087583257,1.369116906440148,-0.5490019961978996
IDFCFIRSTB.NS,2026-04-16 10:40:00+05:30,60,"VR 2.5x, RSI 65, > VWAP",68.2300033569336,67.93000030517578,68.52999877929688,67.83000183105469,-0.4396937373553946,0.4396825554791585,-0.5862545891817807
FEDERALBNK.NS,2026-04-16 10:50:00+05:30,60,"VR 1.5x, > VWAP, pullback -2.8%",286.5,284.3999938964844,293.75,295.3999938964844,-0.7329864235656631,2.530541012216405,3.106455112210951
DABUR.NS,2026-04-16 11:10:00+05:30,60,"VR 2.1x, RSI 62, > VWAP",434.5,433.6000061035156,442.8500061035156,460.0,-0.20713323279272153,1.921750541660673,5.868814729574224
POLICYBZR.NS,2026-04-16 11:15:00+05:30,70,"VR 3.3x, RSI 67, > VWAP",1510.0,1513.800048828125,1600.5999755859375,1670.800048828125,0.2516588627897351,5.9999983831746695,10.649009856167218
KPITTECH.NS,2026-04-16 11:35:00+05:30,70,"VR 2.1x, RSI 62, pullback -0.0%",739.7000122070312,734.3499755859375,747.7999877929688,733.6500244140625,-0.723271127863163,1.0950352105267283,-0.8178974845380219
ICICIPRULI.NS,2026-04-16 11:55:00+05:30,60,"VR 2.3x, RSI 64, > VWAP",563.75,563.0,562.0,535.2999877929688,-0.13303769401330376,-0.31042128603104213,-5.046565358231708
INDUSINDBK.NS,2026-04-16 12:00:00+05:30,85,"VR 2.1x, RSI 66, > VWAP, pullback -0.2%",848.25,848.9500122070312,853.9000244140625,860.3499755859375,0.08252428022767462,0.6660800959696433,1.4264633758841734
INDUSINDBK.NS,2026-04-16 13:00:00+05:30,75,"VR 1.6x, RSI 69, > VWAP, pullback -0.1%",849.2999877929688,848.3499755859375,853.9000244140625,860.3499755859375,-0.11185826217895009,0.5416268323572715,1.3010700520182241
POLICYBZR.NS,2026-04-16 13:05:00+05:30,60,"VR 2.2x, RSI 66, > VWAP",1504.199951171875,1514.0999755859375,1600.5999755859375,1670.800048828125,0.6581588043763531,6.408724075476818,11.07566168490147
POLICYBZR.NS,2026-04-16 15:05:00+05:30,63,"VR 3.0x, RSI 74, > VWAP",1542.300048828125,,1600.5999755859375,1670.800048828125,,3.780063859954496,8.331712113841743
BHARTIARTL.NS,2026-04-16 15:10:00+05:30,75,"VR 1.5x, RSI 64, > VWAP, pullback -2.9%",1838.300048828125,,1846.9000244140625,1841.199951171875,,0.4678221921073108,0.15774913054039372
BEL.NS,2026-04-17 09:30:00+05:30,75,"VR 1.6x, RSI 66, > VWAP, pullback -0.1%",456.6499938964844,458.3999938964844,457.54998779296875,444.45001220703125,0.3832256702923987,0.1970861509938813,-2.671626377426094
ADANIENT.NS,2026-04-17 09:30:00+05:30,65,"VR 2.2x, RSI 65, > VWAP, pullback -0.2%, extended +9.7%",2205.39990234375,2206.300048828125,2229.60009765625,2287.60009765625,0.040815567436018524,1.0973155157385137,3.727224038830472
IRCTC.NS,2026-04-17 09:30:00+05:30,65,"VR 3.1x, pullback -0.3%",559.5999755859375,562.1500244140625,565.2000122070312,541.2000122070312,0.45569137587165426,1.0007213840976579,-3.288056501367838
IRFC.NS,2026-04-17 09:35:00+05:30,73,"VR 6.7x, RSI 72, pullback -0.2%",104.56999969482422,105.36000061035156,103.0199966430664,103.91999816894531,0.7554756792893493,-1.4822636093347252,-0.6215946521716196
ABB.NS,2026-04-17 09:45:00+05:30,68,"VR 5.6x, RSI 72, > VWAP, pullback -0.1%, extended +8.6%",6983.5,7061.0,7158.0,7328.5,1.1097587169757286,2.498747046609866,4.940216223956469
